signal,split,layer,label,n,mean,median,p10,p90
Q_negative,test,13,HALL,709,0.007649668026715517,0.0035353705752640963,0.00015392826753668487,0.016889048740267754
Q_negative,test,14,HALL,709,0.005424072965979576,0.003817206947132945,9.618938202038407e-05,0.012320052832365036
Q_negative,test,15,HALL,709,0.009696193039417267,0.007226932793855667,0.0017307207453995943,0.017942987382411957
Q_negative,test,16,HALL,709,0.009165170602500439,0.0036896360106766224,7.65124277677387e-05,0.022675983607769012
Q_negative,test,17,HALL,709,0.02044442854821682,0.019864127039909363,0.0069022756069898605,0.034047458320856094
Q_negative,test,18,HALL,709,0.005303422454744577,0.004178376868367195,0.0003219377249479294,0.01115101482719183
Q_negative,test,19,HALL,709,0.011430662125349045,0.010566980578005314,0.004170540254563093,0.019695818424224854
Q_negative,test,20,HALL,709,0.000978003954514861,0.00018859014380723238,0.0,0.00200561317615211
Q_negative,test,21,HALL,709,0.007010773289948702,0.003598557086661458,4.7316607378888875e-05,0.015140593983232975
Q_negative,test,22,HALL,709,0.0033290868159383535,0.0008838340290822089,0.0,0.007478237152099609
Q_negative,test,23,HALL,709,0.019686255604028702,0.005666205193847418,0.00014474836643785238,0.03403902053833008
Q_negative,test,24,HALL,709,0.0041723912581801414,0.00015953606634866446,0.0,0.0035018734633922577
Q_negative,test,25,HALL,709,0.015903407707810402,0.005124866962432861,0.00010246165766147897,0.03304091840982437
Q_negative,test,26,HALL,709,0.009875630959868431,0.0013252267381176353,0.0,0.018085582181811333
Q_negative,test,27,HALL,709,0.012755275703966618,0.0003343817952554673,0.0,0.023711958900094032
Q_negative,test,28,HALL,709,0.00010574416955932975,0.0,0.0,0.0
Q_negative,test,29,HALL,709,0.0013908182736486197,0.0001090660152840428,0.0,0.0024783059488981962
Q_negative,test,30,HALL,709,0.002715327078476548,0.00012532004620879889,0.0,0.004878852982074022
Q_negative,test,31,HALL,709,2.6463783797225915e-05,0.0,0.0,0.0
Q_negative,test,32,HALL,709,0.12441188842058182,0.09947976469993591,0.021208234131336212,0.2556312382221222
Q_negative,test,1,REAL,2437,0.00017477899382356554,0.0,0.0,0.00023107978631742299
Q_negative,test,2,REAL,2437,0.005422230809926987,0.00407621543854475,0.0005827819113619626,0.011567353270947933
Q_negative,test,3,REAL,2437,0.00014946021838113666,0.0,0.0,0.0002133355155820027
